Sample	Region	Sex	Platform	Population	PC1	PC2	PC3	PC4	PC5	Longitude-E	Latitude-N	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
Aydin18419	Eurasia-SW	F	Affy Human Origins	Turkish_Aydin	-0.00628272	-0.00670012	0.00387265	-0.000669094	-1.24E-05	28	38	0.00101831	0.00566609	-0.0108465	0.0021761	0.000195998	-0.00919964	-0.000258512	2.85E-05	-0.00404169	-0.000346076	-9.63E-05	0.0012218	-0.000219977	-0.000839035	-0.000677136
Aydin18483	Eurasia-SW	F	Affy Human Origins	Turkish_Aydin	-0.00597824	-0.0052033	0.00374806	-0.00142267	-0.000812013	28	38	0.000338827	0.00394203	-0.00949038	0.00113819	-0.000471482	-0.0118641	-0.000637153	-0.00110298	-0.00289822	-0.000245419	0.000743826	-0.000242448	-0.000214881	-0.00109173	-0.00119963
Aydin18596	Eurasia-SW	M	Affy Human Origins	Turkish_Aydin	-0.00596444	-0.00536364	0.00222729	-9.74E-05	-0.00101337	28	38	0.00120665	0.00534043	-0.0112522	0.00163429	-0.00043457	-0.0100331	-0.00120761	-0.0014295	-0.00406189	-0.000254615	0.00259732	0.00198704	-0.000462704	-0.000259598	-0.000486853
Aydin18636	Eurasia-SW	F	Affy Human Origins	Turkish_Aydin	-0.0056208	-0.0072726	0.00263743	-0.00162147	-0.000750136	28	38	0.00330291	0.00761638	-0.0133025	0.00271188	-0.00052965	-0.0117082	-0.000636824	-0.000939807	-0.00263171	0.000460339	0.00207036	0.000740196	0.0012595	-0.000762964	-0.00212439
Aydin18784	Eurasia-SW	M	Affy Human Origins	Turkish_Aydin	-0.00601848	-0.00659467	0.00287974	-0.000877973	-0.000875614	28	38	0.000435454	0.00525429	-0.00971527	0.00100945	-0.000304226	-0.00834831	-0.00188615	-0.00278231	-0.00333679	0.00156192	-0.000627124	-0.00118038	0.000834914	-0.000641757	-0.00128864
Aydin18873	Eurasia-SW	M	Affy Human Origins	Turkish_Aydin	-0.00589105	-0.00708704	0.00252891	-0.00043589	-0.00060823	28	38	0.000726282	0.00430121	-0.00856534	0.0014303	-0.000581774	-0.00730368	-0.00205423	-0.00229746	-0.00285662	0.000873899	0.000290484	1.34E-05	0.000271098	-0.00122935	-0.000341206
Ayodo_101M	Africa-E	F	Affy Human Origins	Masai_Ayodo	0.0176263	-0.00119163	0.00723379	0.00706037	-0.0337151	36	3.5	0.00183912	0.0337334	-0.00948009	-0.00623477	0.00274102	-0.00918151	-0.0126972	-0.00612313	0.000748542	0.00514391	-0.00425927	0.00512123	0.00977324	0.00389639	0.00926111
Ayodo_103M	Africa-E	F	Affy Human Origins	Masai_Ayodo	0.0180402	-0.00137076	0.00565135	0.0049384	-0.0351857	36	3.5	0.000271424	0.0396452	-0.0145232	-0.00799853	0.00143595	-0.00902796	-0.00904162	-0.00888843	0.00832663	0.00269769	0.00113322	-0.0042129	0.00110838	0.00592967	0.00343428
Ayodo_21S	Africa-E	F	Affy Human Origins	Somali	0.0108878	-0.00384428	0.00675589	0.00428216	-0.0292401	45.5	2	0.00666232	0.0432549	-0.0244258	-0.0028555	-0.00249925	-0.0153534	-0.00587513	-0.0156039	0.00470599	0.00348926	0.0043917	-0.00943742	-0.00503003	0.0148495	-0.00229485
Ayodo_23S	Africa-E	F	Affy Human Origins	Somali	0.0103838	-0.00397789	0.00641666	0.00378679	-0.0250076	45.5	2	0.00800231	0.042663	-0.02815	-0.00864775	-0.000732791	-0.0153071	-0.00789016	-0.0133735	0.00595365	0.00236899	-0.00643996	-0.00512059	-0.0010061	0.00682158	0.00870478
Ayodo_34S	Africa-E	M	Affy Human Origins	Somali	0.0105045	-0.00361773	0.00635568	0.00515714	-0.030568	45.5	2	0.00696333	0.0440392	-0.0298716	-0.00425883	-0.00442738	-0.0176901	-0.00910806	-0.0159815	0.00520785	0.000765998	-0.00468126	-0.00121201	0.00350375	0.00820733	0.00076154
Ayodo_35S	Africa-E	M	Affy Human Origins	Somali	0.0111569	-0.00431193	0.00709883	0.00491461	-0.0313696	45.5	2	0.00806035	0.046667	-0.0272167	-0.00343882	-0.000235866	-0.016334	-0.0125106	-0.0118171	0.00249147	0.000673634	-0.00684967	-0.00209165	0.00142503	0.00861759	0.0144176
Ayodo_40S	Africa-E	M	Affy Human Origins	Somali	0.0100771	-0.00384126	0.00717145	0.00338989	-0.0241617	45.5	2	0.00858394	0.0442695	-0.0313854	-0.00533984	-0.00412829	-0.0155425	-0.00940322	-0.0149193	0.00792087	0.00624228	-0.00260483	-0.00250612	-0.000108249	0.00687059	0.00839545
Ayodo_412C	Africa-E	M	Affy Human Origins	Luo	0.0295279	0.000662037	0.00208528	0.00591633	-0.0368671	33	-1	-0.0329888	0.0391027	0.0275073	-0.00895938	-0.00427339	0.00591633	-0.00574469	0.00200831	0.00402521	-0.00122013	-0.00863085	0.0141792	-0.00380636	-0.0270544	0.00186686
Ayodo_41S	Africa-E	M	Affy Human Origins	Somali	0.0118161	-0.0037658	0.00623762	0.00399079	-0.0277267	45.5	2	0.00743191	0.0441855	-0.0308699	0.00250183	-0.00257971	-0.0167107	-0.013053	-0.0126726	0.00448321	0.000557958	-0.00337179	0.00100526	-0.00462416	0.0139523	0.00666138
Ayodo_423C	Africa-E	M	Affy Human Origins	Luo	0.029286	0.00050361	0.00215965	0.00308177	-0.0309267	33	-1	-0.0241054	0.0370339	0.030267	-0.00569916	-0.000958361	0.00204281	-0.000877779	0.00533181	-0.00232867	0.0150311	-0.0098218	0.0074466	-0.00994419	-0.0164671	-0.0100213
Ayodo_430C	Africa-E	M	Affy Human Origins	Luo	0.0283877	0.00092435	0.0038428	0.00436466	-0.0342512	33	-1	-0.0278793	0.0462312	0.0263823	-0.00966094	-0.00835605	0.0048335	-0.00516304	0.00650384	-0.00396996	0.00591046	-0.027237	0.0164128	-0.0113658	-0.00658778	-0.0207155
Ayodo_438C	Africa-E	M	Affy Human Origins	Luo	0.0285156	0.000475605	0.00316157	0.00582047	-0.0364485	33	-1	-0.0286754	0.0385846	0.0272952	-0.00448649	0.00500851	0.00275232	-0.00632696	0.00409733	0.000114986	0.00197466	-0.0119825	-0.0123396	0.0165955	0.00141229	0.00312374
Ayodo_43S	Africa-E	M	Affy Human Origins	Somali	0.00984235	-0.0044542	0.00681772	0.00354869	-0.0268727	45.5	2	0.00882361	0.0500706	-0.0276007	-0.00340248	-0.00402064	-0.0183591	-0.00884577	-0.0158912	0.0076533	-0.000196238	0.00351263	-0.0105047	-0.000212573	0.00521115	0.00396434
Ayodo_458C	Africa-E	F	Affy Human Origins	Luo	0.0293284	0.000999729	0.00306367	0.00418883	-0.0333883	33	-1	-0.0285852	0.0347931	0.0261879	-0.0016159	0.00865349	0.00250611	-0.000221741	0.00502426	-0.00361896	0.0313098	0.0130478	0.013997	0.00354177	-0.0102644	0.0107
Ayodo_460C	Africa-E	F	Affy Human Origins	Luo	0.0288258	0.00111258	0.00290584	0.00418634	-0.0381282	33	-1	-0.0310706	0.0490729	0.0341691	-0.00870506	-0.00493747	0.00739077	0.00396761	0.00125347	-0.00347897	-0.00482627	-0.0190515	0.0114097	0.000397161	0.0129999	0.00772624
Ayodo_47K	Africa-E	M	Affy Human Origins	Kikuyu	0.0226869	-0.00107848	0.0033159	0.00488113	-0.0325816	37	-0.5	-0.0121281	0.038154	0.00480391	-0.00480459	0.00084684	-0.00672468	-0.00201628	-0.00493048	-0.00421472	0.0051086	0.00131707	0.00125373	-0.00190866	-0.00171311	0.00179614
Ayodo_502C	Africa-E	F	Affy Human Origins	Luo	0.0286162	0.000572647	0.00257105	0.00444477	-0.0332426	33	-1	-0.02574	0.0440182	0.0241132	-0.00762121	0.0121613	0.00347926	-0.0095001	0.00610568	0.00356666	0.0159529	-0.0119073	-0.0150665	-0.00792901	0.00584261	0.0192309
Ayodo_52S	Africa-E	M	Affy Human Origins	Somali	0.0108611	-0.00400416	0.00627106	0.00441875	-0.0291968	45.5	2	0.00531333	0.0428837	-0.0252466	-0.00165579	-0.00305519	-0.0168184	-0.00790948	-0.0136373	0.00648715	0.0041894	-0.00571304	-0.000680535	0.00377712	0.00520114	0.00890471
Ayodo_5S	Africa-E	F	Affy Human Origins	Somali	0.0112943	-0.00433514	0.00687332	0.004225	-0.0279221	45.5	2	0.00720723	0.0446127	-0.0285344	-0.00465987	-0.00370834	-0.0192744	-0.0119152	-0.0151521	0.00567335	-0.0107725	-0.00594857	-0.00294349	-0.00593005	8.94E-05	0.00890394
Ayodo_604C	Africa-E	F	Affy Human Origins	Luo	0.0287257	0.000414088	0.00299257	0.00365404	-0.0345332	33	-1	-0.0270826	0.0362882	0.0276642	-0.000272898	-0.00202233	0.00181008	-0.00924607	0.00538785	0.000953413	0.0135956	-0.0182207	0.0140612	-0.00430141	0.00692175	0.010551
Ayodo_61K	Africa-E	F	Affy Human Origins	Kikuyu	0.0206081	-0.00127718	0.00425652	0.00376988	-0.0277484	37	-0.5	-0.0118985	0.0384681	-0.00498482	-0.00948235	0.00629137	-0.00784833	-0.0103066	-0.00626488	-0.00544305	0.00446004	-0.00468741	0.00335497	-0.00129042	0.0242058	0.019637
Ayodo_61S	Africa-E	M	Affy Human Origins	Somali	0.0103155	-0.00373863	0.00567775	0.0035666	-0.0312455	45.5	2	0.0108737	0.0414481	-0.0303432	-0.00662343	-0.00423911	-0.0143957	-0.00936654	-0.01014	0.00219789	-0.00091698	-0.00592753	0.00158908	-0.00290772	0.00418922	0.00865517
Ayodo_67K	Africa-E	F	Affy Human Origins	Kikuyu	0.0225893	-0.000986214	0.00410419	0.00465812	-0.0318478	37	-0.5	-0.00935363	0.0371998	-0.00729544	-0.00707522	-0.0056495	-0.010476	-0.0164382	-0.00082697	-0.00902286	0.0170401	-0.00717047	0.00641916	-0.0100369	0.00566426	-0.00234181
Ayodo_69S	Africa-E	M	Affy Human Origins	Somali	0.0108847	-0.00348859	0.00615604	0.00507703	-0.0261418	45.5	2	0.00665306	0.0426513	-0.0310002	-0.00772101	-0.00405599	-0.0172328	-0.00837268	-0.0143131	0.00760545	-0.00190225	-0.00437488	-0.000854625	0.00516603	-0.00261525	0.00181658
Ayodo_81S	Africa-E	F	Affy Human Origins	Somali	0.0103453	-0.00440838	0.0068077	0.00459568	-0.0271547	45.5	2	0.00883729	0.0490709	-0.0317951	-0.00401786	-0.00180006	-0.0208694	-0.0102194	-0.0196969	0.00412267	-0.00768547	-0.00256357	-0.00367806	-0.000544119	0.00670973	0.00505094
Ayodo_83K	Africa-E	F	Affy Human Origins	Kikuyu	0.0211436	-0.00110387	0.00456616	0.00397016	-0.0286765	37	-0.5	-0.0104204	0.0314261	-0.00497686	-0.00574905	-0.00674796	-0.0058073	-0.00707484	-0.00704772	-0.00344902	0.0113101	0.00192423	-0.00405876	-0.0109954	0.0184011	0.0114932
Ayodo_90S	Africa-E	M	Affy Human Origins	Somali	0.0102536	-0.00414305	0.00665636	0.00284514	-0.0241699	45.5	2	0.0108971	0.0456723	-0.0291107	-0.00669066	-0.0018584	-0.0149394	-0.0101629	-0.0173786	0.00708207	0.00222366	-0.00490008	-0.00400694	-0.00169744	0.00851824	0.00631987
bal102	Eurasia-NC	M	Affy Human Origins	Balkar	-0.00621169	-0.00785926	0.00325516	0.00201293	0.00026983	43.5	43.5	0.00011304	0.00210596	-0.0070729	0.000890122	-0.000475657	-0.00891503	0.00140899	0.00204957	-0.00332302	-0.000429533	0.000879768	0.00145853	0.000369053	0.00015446	-0.00108972
bal124	Eurasia-NC	M	Affy Human Origins	Balkar	-0.00620796	-0.00838711	0.00313748	0.00217095	0.000236504	43.5	43.5	0.00103127	0.00375238	-0.00960177	0.00326198	-0.000120046	-0.00690101	0.00179519	0.00188847	-0.00354311	0.00111288	0.000780825	0.000405991	-0.000595694	-0.00106079	-0.00114098
bal136	Eurasia-NC	M	Affy Human Origins	Balkar	-0.00629915	-0.00786751	0.00324239	0.00194359	0.000198019	43.5	43.5	0.000568178	0.00274163	-0.00768757	0.00156889	0.000171902	-0.00755043	-0.000154391	-0.000195288	-0.00368646	0.00100679	0.000151328	-7.77E-05	5.10E-05	-0.00125834	-0.00169099
bal22	Eurasia-NC	M	Affy Human Origins	Balkar	-0.00636442	-0.00794306	0.00449288	0.00148111	0.000160026	43.5	43.5	0.000422862	0.00338221	-0.00856609	0.00202327	-0.000645925	-0.00827134	0.000356017	-0.00013187	-0.00291216	0.00119895	0.000164564	-0.000662332	0.000390136	-0.001298	-0.00159892
bal41	Eurasia-NC	M	Affy Human Origins	Balkar	-0.00624948	-0.00812852	0.00307197	8.00E-05	-0.00037789	43.5	43.5	6.18E-05	0.00389867	-0.00750542	0.00201162	-0.000561217	-0.00741036	0.00129325	0.00112949	-0.00384748	-0.000386219	-0.000249936	-6.76E-06	0.000421068	-0.000686048	-0.000731071
bal42	Eurasia-NC	M	Affy Human Origins	Balkar	-0.00622413	-0.00769821	0.00407022	2.50E-05	-0.000103905	43.5	43.5	0.00031958	0.0017241	-0.00641602	0.00207817	-0.000852019	-0.00721525	0.000959306	0.00136227	-0.00218992	0.00129504	0.000538617	-0.000322321	0.000249255	-0.00058139	-0.00103187
bal45	Eurasia-NC	M	Affy Human Origins	Balkar	-0.00626321	-0.00829949	0.00356362	0.00342122	0.000642301	43.5	43.5	0.000322547	0.00323978	-0.00788497	0.00182772	0.000165015	-0.00681977	0.00159438	0.00172984	-0.00339051	0.000738122	-7.08E-05	0.000680803	0.00096624	-0.000807162	-0.000845916
bal50	Eurasia-NC	M	Affy Human Origins	Balkar	-0.00627928	-0.00877893	0.00361526	0.00013221	0.000379957	43.5	43.5	0.00100502	0.00369209	-0.00826356	0.00156837	-5.52E-06	-0.00812251	0.000338624	0.00107358	-0.00325707	0.00115782	0.000673187	0.00115153	-0.000210636	-0.00135154	-0.000732988
bal64	Eurasia-NC	M	Affy Human Origins	Balkar	-0.00633747	-0.0069977	0.0041254	0.00187503	3.62E-05	43.5	43.5	0.000756384	0.00389023	-0.00877802	0.00167144	-0.000334342	-0.00988842	0.00015641	0.000929148	-0.00303142	0.000801465	-5.00E-05	0.0010076	-0.000442179	-0.00122973	-0.00117929
bal97	Eurasia-NC	M	Affy Human Origins	Balkar	-0.00613592	-0.00705589	0.00558736	0.00341388	-1.72E-05	43.5	43.5	0.000413437	0.0029249	-0.00723373	0.00180651	0.000448921	-0.0108932	-0.00107301	-0.00247408	-0.0040047	0.000657368	0.000926494	0.000846376	-0.000395606	-0.00087049	-0.00115807
Balikesir16653	Eurasia-SW	M	Affy Human Origins	Turkish_Balikesir	-0.00600166	-0.00597576	0.00381951	5.62E-05	-0.000379187	27.5	39.5	0.000849509	0.00457287	-0.00779092	0.00123822	-0.0009336	-0.0101951	-0.000686568	-0.00200073	-0.00303046	0.00103266	0.000287685	0.00103614	0.000838365	-0.000386402	-0.00113079
Balikesir16675	Eurasia-SW	F	Affy Human Origins	Turkish_Balikesir	-0.00602917	-0.00668233	0.00246335	-0.00245147	-0.00107853	27.5	39.5	0.00131138	0.0046276	-0.00946184	0.00144623	-0.000408521	-0.0110114	-0.000221575	-0.00219129	-0.00300894	0.000684136	0.000382502	0.000191796	-0.00105787	-0.000740026	-0.00233132
Balikesir16790	Eurasia-SW	M	Affy Human Origins	Turkish_Balikesir	-0.005924	-0.0061242	0.00272072	-0.000198536	-0.000905367	27.5	39.5	-4.50E-05	0.00519372	-0.00904611	0.00196176	-0.000504985	-0.00825211	5.70E-05	-0.00127496	-0.00335968	0.000483959	0.000574594	0.00037746	-0.000350321	-0.000236347	-0.000270173
Balikesir16837	Eurasia-SW	F	Affy Human Origins	Turkish_Balikesir	-0.00643672	-0.00621127	0.00366241	-6.84E-05	0.00060267	27.5	39.5	3.85E-05	0.002503	-0.00633643	0.00152071	-0.000107173	-0.00780249	0.000414473	-0.00048717	-0.00289854	0.000255067	0.000867395	-6.88E-05	0.000759016	-0.00104644	-0.00140226
Balikesir16887	Eurasia-SW	F	Affy Human Origins	Turkish_Balikesir	-0.00624904	-0.0062346	0.00335141	-0.0015353	-0.000525187	27.5	39.5	0.00101181	0.0038022	-0.00799658	0.00158422	-0.000926756	-0.010707	-0.000923139	-0.00218776	-0.00367653	0.000317437	0.000435666	0.000263071	0.000226138	-0.00112662	-0.00089406
Balikesir17006	Eurasia-SW	M	Affy Human Origins	Turkish_Balikesir	-0.00606636	-0.00663631	0.00333837	-0.000646072	-0.000205177	27.5	39.5	0.00152549	0.00451868	-0.00950023	0.00192922	-0.000277143	-0.00812833	0.000246592	-0.000659224	-0.00278391	0.000685277	8.90E-05	-0.000288261	0.000562296	-1.16E-05	-0.00135064
Bar04	Africa-E	F	Affy Human Origins	Hadza_Henn	0.0168047	0.000900361	0.00838825	0.0125869	-0.0612435	36.5	-3	0.0197972	0.00930827	-0.0178202	-0.0398745	-0.00221155	-0.00839369	-0.00231012	-0.0126041	0.0137471	0.00126945	-0.0149484	0.00685642	0.00602275	0.00939086	0.0382512
Bar08	Africa-E	F	Affy Human Origins	Hadza_Henn	0.0167351	0.000721101	0.00866876	0.0126326	-0.0593711	36.5	-3	0.0199239	0.0109087	-0.0166254	-0.0389521	-0.00222479	-0.0079334	-0.00203004	-0.016184	0.0163427	0.00752606	-0.00888747	0.0026063	0.00867268	0.0121294	0.0344541
Bar10	Africa-E	F	Affy Human Origins	Hadza_Henn	0.0147774	0.000401264	0.00894299	0.0137829	-0.0631123	36.5	-3	0.0269926	0.0112516	-0.0197319	-0.0369289	-0.00239564	-0.00771871	0.000654964	-0.0216154	0.0147377	0.00591881	-0.0124393	0.00674699	0.00661606	0.0143065	0.0433035
Bar13	Africa-E	M	Affy Human Origins	Hadza_Henn	0.0150724	0.000791018	0.0087623	0.0139924	-0.0621487	36.5	-3	0.0264871	0.00983063	-0.0211646	-0.0404679	-0.000999568	-0.0101664	-0.00103855	-0.0196124	0.0150877	0.00756522	-0.0130936	0.00708701	-0.00145976	0.0133427	0.0436106
BAS22	Eurasia-NW	F	Affy Human Origins	Basque_Spanish	-0.00659187	-0.013558	-0.00330509	-0.0106017	-0.00107647	0	43	0.00102099	-0.000287531	-0.000900034	0.00102756	0.000162664	0.00682724	0.000573749	0.00095371	-0.000242264	-0.000268082	0.000534408	-0.000291642	0.000644609	5.21E-05	-0.000761484
BAS25	Eurasia-NW	M	Affy Human Origins	Basque_Spanish	-0.00690639	-0.0134722	-0.00297192	-0.0109583	-0.000462869	0	43	-0.000349807	-0.00104594	0.000148446	0.000880752	9.13E-06	0.00663666	-0.00172273	-0.00118307	0.000256916	0.000386268	0.000856237	-0.000884919	0.000395766	-0.000343636	-0.000131459
BAS27	Eurasia-NW	M	Affy Human Origins	Basque_Spanish	-0.00659511	-0.0137606	-0.0030389	-0.0109174	-0.000903402	0	43	0.000254988	0.00040954	-0.000667155	0.00148569	0.000278534	0.00611473	-0.000646925	-0.00140221	0.00110035	-0.000377108	8.43E-05	0.000516421	0.000167768	-0.000639184	-0.000888692
BAS28	Eurasia-NW	F	Affy Human Origins	Basque_Spanish	-0.00659223	-0.0134451	-0.00230665	-0.0113666	-0.000821971	0	43	0.00064545	-0.000194135	-0.00200239	0.00177099	0.00149374	0.00667092	0.00073922	0.000622354	-0.000328782	-0.000439322	0.00105456	0.000198928	0.00158057	0.0001182	-0.000646316
BAS31	Eurasia-NW	F	Affy Human Origins	Basque_Spanish	-0.00679523	-0.0137419	-0.00296103	-0.010153	-0.00103446	0	43	-4.79E-05	-0.001559	0.000116275	0.000206141	0.0002869	0.00533105	-0.00124442	-0.00136285	7.71E-05	-0.000524655	0.000543898	-4.65E-05	0.000491001	-0.000749072	0.000148925
BAS32	Eurasia-NW	M	Affy Human Origins	Basque_Spanish	-0.00687322	-0.0133656	-0.00197885	-0.00926444	-6.92E-06	0	43	5.46E-05	0.000304212	-0.00202723	0.000871349	0.000177094	0.00583168	-0.000130855	-0.00124444	0.000207518	0.000414268	0.000575445	9.21E-05	-9.27E-05	-0.000435952	-3.75E-05
BAS33	Eurasia-NW	F	Affy Human Origins	Basque_Spanish	-0.00658468	-0.0131448	-0.0034111	-0.0113378	-0.00158538	0	43	-0.000465356	-0.001167	-0.00103156	0.000418546	0.00106228	0.00788665	-0.000372149	-0.00138074	-0.000183384	-0.000510989	5.60E-05	-0.000116333	-0.000623615	-0.000789919	0.000151868
BAS35	Eurasia-NW	M	Affy Human Origins	Basque_Spanish	-0.00659775	-0.0133396	-0.00353293	-0.0103137	-0.000413794	0	43	0.00032884	-0.000811888	-0.00116799	0.000707923	5.95E-06	0.00825477	0.000436845	0.000487117	-0.00152031	-0.000716633	-0.000238239	-0.000184537	0.00105587	-0.000703698	0.000112013
bel110c	Eurasia-NW	M	Affy Human Origins	Belarusian	-0.00685199	-0.0121872	-0.00203639	-0.00898083	0.000422662	27.5	54	-0.0017151	-0.00827529	0.0143543	-0.00315189	-0.00162226	0.00444461	-0.000468506	-7.27E-05	0.00238342	0.000459333	0.000577435	3.48E-05	0.00010319	0.000972202	0.0003197
bel23s	Eurasia-NW	M	Affy Human Origins	Belarusian	-0.00679045	-0.0118149	-0.00287856	-0.00863239	-3.84E-06	27.5	54	-0.00160698	-0.00844818	0.0142471	-0.0029016	-0.0001944	0.00219996	-0.000269738	0.000154539	0.00198153	-0.000244052	-0.00111559	-1.21E-05	-0.00144106	0.000332213	-0.000203127
bel30s	Eurasia-NW	M	Affy Human Origins	Belarusian	-0.00681186	-0.011733	-0.00364548	-0.00909518	-0.000520804	27.5	54	-0.00212312	-0.00750325	0.0134497	-0.00308585	-8.05E-05	-0.00206603	0.000946156	-0.000424131	0.000239848	0.00153786	-0.00160412	-0.000917895	-0.000462676	-0.000319042	0.000693796
bel43s	Eurasia-NW	M	Affy Human Origins	Belarusian	-0.00684725	-0.0120076	-0.00292705	-0.00779735	0.000588614	27.5	54	-0.0020408	-0.00925411	0.014271	-0.00305834	-0.000733041	0.0022909	0.000244296	-0.000716782	0.00218456	0.000486679	-0.00133509	0.000161696	-0.000521181	0.000249619	-0.000211376
BEL57	Eurasia-SW	M	Affy Human Origins	Italian_South	-0.00568725	-0.0115926	0.0025881	-0.00316363	-0.00124995	82	26	0.00180448	0.00807697	-0.0144626	0.00288072	0.000204356	-0.00331965	0.00135115	-0.000261622	-0.00325167	-9.20E-05	0.000349816	0.000255045	5.83E-05	-0.00117265	-0.0014802
bel72c	Eurasia-NW	M	Affy Human Origins	Belarusian	-0.00689776	-0.0116244	-0.00213353	-0.00769649	-5.95E-05	27.5	54	-0.00103048	-0.00832408	0.0131031	-0.00270027	-0.000708121	0.000348024	-2.93E-05	-0.000110851	0.0017169	-0.000291242	-0.000966344	0.000168989	0.00110788	-0.000229325	-3.42E-05
bel82s	Eurasia-NW	M	Affy Human Origins	Belarusian	-0.00663309	-0.0119435	-0.00273922	-0.00818031	0.000281671	27.5	54	-4.83E-05	-0.00576909	0.0121284	-0.00190803	-0.000968066	-0.00057968	-0.00106948	-0.00194503	-0.00095578	0.000626095	-0.00089261	-0.00262799	0.00207228	0.00044348	0.000692278
bel8s	Eurasia-NW	M	Affy Human Origins	Belarusian	-0.00668514	-0.011534	-0.00228438	-0.0063469	0.00103178	27.5	54	-0.00107793	-0.00706734	0.0108033	-0.00266949	0.000252467	0.00151241	-0.000119444	0.000902723	0.0021093	7.41E-05	0.000126419	0.00110358	0.000752091	0.00105121	-0.000133904
bel93c	Eurasia-NW	M	Affy Human Origins	Belarusian	-0.0065912	-0.011593	-0.00224592	-0.00760574	-2.81E-05	27.5	54	-0.00106688	-0.0079825	0.0134926	-0.0024452	-0.000552839	0.00395948	0.000424695	2.14E-05	0.0012606	0.000437606	-0.000564133	0.00125033	-0.000433473	0.000720482	0.000660384
belarusian23vp	Eurasia-NW	M	Affy Human Origins	Belarusian	-0.00665486	-0.0114408	-0.00278515	-0.00644232	0.000257327	27.5	54	-0.00118968	-0.00699156	0.0126749	-0.00294107	-0.000828453	0.000572853	-0.000293447	0.00013204	0.00209448	-0.000330627	0.000462589	0.00029133	-0.000137897	0.000132138	0.000284723
belarusian47zp	Eurasia-NW	M	Affy Human Origins	Belarusian	-0.00682685	-0.0119324	-0.00268081	-0.0075776	-0.000125678	27.5	54	-0.00150326	-0.00786527	0.0132386	-0.00301209	-0.00040804	0.00321339	0.000382047	0.00035133	0.00252121	0.000557389	-7.64E-05	-0.000445674	-0.000966882	0.000571698	0.0012825
Bishkek28442	Eurasia-NC	M	Affy Human Origins	Kyrgyz	-0.0064668	0.0128737	0.000532164	-0.00548781	-0.000404809	74.5	43	0.000343686	-0.00172917	0.00540746	-0.00253761	-0.00208554	-0.0199118	-0.0034341	-0.00371429	-0.00116513	-0.000259945	0.000318222	0.00039398	0.00026331	-0.000786546	-0.000731317
Bishkek28443	Eurasia-NC	F	Affy Human Origins	Kyrgyz	-0.00648704	0.0130607	0.000852333	-0.00493105	9.96E-05	74.5	43	-0.000177512	-0.0015113	0.00394572	-0.00219025	-0.00144636	-0.018691	-0.0022058	-0.00355556	-0.00169691	2.54E-05	0.000272106	0.000657767	0.000295993	-0.000460107	-0.000172051
Bishkek28445	Eurasia-NC	M	Affy Human Origins	Kyrgyz	-0.0062442	0.0135901	0.0003794	-0.00613133	-0.000432888	74.5	43	-0.000635813	-0.00148928	0.00437335	-0.00271471	-0.00119423	-0.0217298	-0.00435693	-0.00557097	-0.00215038	0.000532543	-0.000712237	-0.000202496	0.000125543	-5.32E-05	-0.000355911
Bishkek28446	Eurasia-NC	F	Affy Human Origins	Kyrgyz	-0.00634198	0.0119724	0.00200774	-0.00477585	-0.000573261	74.5	43	-0.000774335	-0.00145821	0.00517283	-0.00191439	-0.00186963	-0.0159016	-0.000617614	-0.000167807	-0.000817004	-3.54E-05	0.000214798	0.000660655	-6.06E-05	7.75E-05	6.49E-05
